Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt,year
1265669584,Son,Colin,T,M.D.,I,123 Roy Smith St Apt 1211,,San Antonio,TX,48,78215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,19.0,19,2500.0,988.84368421,789.57315789,848.14052632,2022
1265684450,Chaudhary,Neeraj,,MD,I,1500 E Medical Center Dr,,Ann Arbor,MI,26,48109,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,12.0,12,7847.0,1280.2066667,1021.5766667,920.83,2022
1275505406,Niemann,David,B,MD,I,600 Highland Ave,,Madison,WI,55,53792,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,17.0,17,17058.044118,1064.3776471,849.00117647,920.83588235,2022
1275724320,Badr,Yaser,,M.D.,I,1500 E Chevy Chase Dr Ste 204,,Glendale,CA,6,91206,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,13.0,12,6250.0,1103.3723077,879.73769231,814.58769231,2022
1275824252,Dancour,Elie,,,I,355 W 16th St Ste 5100,4th Floor Suite 401,Indianapolis,IN,18,46202,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,16.0,13,4272.0,1230.011875,985.785625,834.50125,2022
1285069401,Tonetti,Daniel,,MD,I,1 Cooper Plz,,Camden,NJ,34,8103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,14.0,11,3262.0,1083.0871429,862.94642857,723.51142857,2022
1285898312,Gupta,Gaurav,,MD,I,125 Paterson St,Cab 2102,New Brunswick,NJ,34,8901,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,16.0,15,47280.0,1162.266875,927.071875,834.5025,2022
1285925347,Sundararajan,Sri Hari,,M.D.,I,525 E 68th St,,New York,NY,36,10065,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,12.0,12,2850.0,1138.6791667,911.56916667,920.84,2022
1295857555,Blackburn,Spiros,L,M.D.,I,6400 Fannin St,2800,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,12.0,11,9898.0,1131.9958333,904.69833333,844.1025,2022
1295961555,Chapple,Kyle,T,M.D.,I,310 Madison Ave,Suite 300,Morristown,NJ,34,7960,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,16.0,16,1509.28,1244.52625,991.19375,919.083125,2022
1306130885,Lebovitz,Jonathon,J,M.D.,I,33 Hospital Ave.,,Danbury,CT,9,6810,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,28,35.0,30,4320.9142857,1130.3205714,905.12085714,789.28257143,2022
1306174008,Potts,Matthew,B,MD,I,676 North St. Clair Street,Suite 2210,Chicago,IL,17,60611,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,13.0,13,12521.0,1373.9115385,1101.5015385,920.84,2022
1306836853,Ogilvy,Christopher,S,MD,I,110 Francis St Ste 3b,Beth Israel Deaconess Medical Center,Boston,MA,25,02215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,18,18.0,18,3713.0,1225.4111111,971.145,913.98388889,2022
1306856828,Bellew,Michael,P,MD,I,1605 W Fairbanks Ave,,Winter Park,FL,12,32789,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,19.0,14,4414.0,1100.3631579,878.36105263,799.67684211,2022
1316136674,Serrone,Joseph,,MD,I,2160 S 1st Ave,,Maywood,IL,17,60153,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,14.0,13,9274.0,1266.4007143,1002.5714286,880.505,2022
1316139793,Osbun,Joshua,W,MD,I,1 Barnes Jewish Hospital Plz,Dept Neurological Surgery,Saint Louis,MO,29,63110,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,15.0,15,4800.0,1152.292,923.022,920.83,2022
1316165475,Billingsley,Joshua,T,M.D.,I,1700 Luther Lane,Suite 1170,Park Ridge,IL,17,60068,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,17.0,16,6680.0,1306.1376471,1042.5488235,866.67176471,2022
1316179195,Grandhi,Ramesh,,M.D.,I,7940 Floyd Curl Dr,"Tower Ii, Ste 300",San Antonio,TX,48,78229,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,21.0,21,5570.05,1091.4961905,874.2447619,898.9052381,2022
1316251838,Marlin,Evan,,MD,I,701 Ostrum St Ste 302,,Fountain Hill,PA,42,18015,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,22.0,16,3793.2727273,967.69045455,774.99045455,669.69909091,2022
1326037367,Howington,Jay,V,MD,I,4 E Jackson Blvd,,Savannah,GA,13,31405,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,25,27.0,27,6197.51,1103.342963,883.25555556,903.77740741,2022
1326070210,Malisch,Timothy,,MD,I,800 Biesterfield Rd,"Eberle Plaza, Suite 610",Elk Grove Village,IL,17,60007,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,19.0,15,3519.0,1204.3578947,960.62157895,726.97684211,2022
1326295742,Miller,Timothy,R,MD,I,"22 S Greene St, Dept Of Radiology",,Baltimore,MD,24,21201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,21.0,18,5244.0,1191.4271429,953.41571429,855.06571429,2022
1336102573,Patel,Nirav,J,M.D.,I,75 Francis Street,"Dept. Of Neurosurgery, Btm 4th Floor",Boston,MA,25,2115,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,26,32.0,28,5748.5,1108.5884375,884.4909375,805.726875,2022
1336144641,Duong,Hoang,,MD,I,1150 N 35th Ave,Ste 300,Hollywood,FL,12,33021,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,19.0,17,4026.5852632,1154.9578947,921.91263158,872.37473684,2022
1346248028,Mason,Brian,,M.D.,I,611 W Park St,,Urbana,IL,17,61801,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,12.0,12,15600.0,1191.5758333,954.71583333,882.47166667,2022
1346252814,Sauvageau,Eric,,MD,I,800 Prudential Drive,Tower B 11th Floor,Jacksonville,FL,12,32207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,15.0,15,3548.6,1195.7946667,955.94533333,890.14533333,2022
1346417359,Spiotta,Alejandro,M,M.D.,I,171 Ashley Ave,,Charleston,SC,45,29425,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,23,28.0,25,7988.7857143,1045.2217857,833.80035714,871.50071429,2022
1346506409,Casey,Michael,A,DO,I,228 Saint Charles Way Ste 300,,York,PA,42,17402,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,14.0,13,3224.0,1082.0364286,863.03714286,855.065,2022
1356394936,Hanel,Ricardo,A,"M.D., PHD",I,800 Prudential Dr,Tower B 11th Floor,Jacksonville,FL,12,32207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,21,27.0,25,3462.8888889,1049.9003704,838.53888889,784.41925926,2022
1356632202,Ooi,Yinn Cher,,MD,I,800 5th Ave Ste 500,,Fort Worth,TX,48,76104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,14.0,12,3534.0,1016.8457143,813.35857143,822.17071429,2022
1356632897,Shakir,Hakeem,J,,I,608 Nw 9th St Ste 5010,,Oklahoma City,OK,40,73102,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,25,33.0,25,4169.5454545,965.42,772.33272727,697.60606061,2022
1366472912,Finch,Ira,,M.D.,I,2125 Oak Grove Rd,Suite 200,Walnut Creek,CA,06,94598,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,19.0,16,5000.0,1127.3231579,902.91789474,751.21157895,2022
1376568659,Olson,Scott,E,M.D.,I,10666 N Torrey Pines Rd,,La Jolla,CA,6,92037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,13.0,12,4474.2384615,1116.0707692,890.47461538,849.99692308,2022
1376805218,Kellogg,Ryan,T,MD,I,1221 Lee St,,Charlottesville,VA,51,22903,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,17.0,15,4680.0,1016.2741176,813.94647059,758.33705882,2022
1376833533,Chitale,Ameet,V,M.D.,I,8081 Innovation Park Dr Ste 900,,Fairfax,VA,51,22031,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,15.0,15,3323.55,1331.924,1063.4326667,888.9,2022
1376983551,Schunemann,Victoria,,M.D.,I,1200 Old York Road,One Widener,Abington,PA,42,19001,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,15.0,13,4946.0,1112.2946667,886.96333333,767.35933333,2022
1386665925,Peebles,Todd,R,M.D.,I,111 Colchester Ave,Department Of Radiology,Burlington,VT,50,5401,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,15.0,15,10915.0,978.81333333,781.09133333,890.14533333,2022
1396039442,Ares,William,J,MD,I,1000 Central St Ste 880,,Evanston,IL,17,60201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,12.0,12,13278.166667,1369.41,1097.0,805.735,2022
1396798500,Chen,Stephen,R,M.D.,I,1515 Holcombe Blvd,,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61626,Occlusion of head or neck artery,N,F,12,12.0,12,7528.0,916.20333333,732.22333333,711.38,2022
1396991881,Khader Eliyas,Javed,,MD,I,1000 Asylum Ave Ste 3215,,Hartford,CT,9,6105,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,3268.3636364,1187.0272727,947.93,918.69181818,2022
1407823727,Walzman,Daniel,,M.D.,I,20 Prospect Ave Ste 907,,Hackensack,NJ,34,7601,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,15.0,14,8082.6,1205.7453333,962.58066667,859.44133333,2022
1417161811,Case,Daniel,,MD,I,2700 University Square Dr,Radiology Associates Of Tampa,Tampa,FL,12,33612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,37,45.0,37,13823.0,1135.3671111,909.30222222,838.98755556,2022
1417213513,Akture,Erinc,,M.D.,I,901 Sterthaus Dr,,Ormond Beach,FL,12,32174,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,3722.0,1185.5227273,949.83363636,920.83545455,2022
1427111681,Stiefel,Michael,F,MD,I,2001 Peachtree Rd Ne Ste 575,,Atlanta,GA,13,30309,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,15.0,12,4849.15,1047.5426667,839.55133333,767.36533333,2022
1427215094,Fraser,Justin,F,M.D.,I,800 Rose St,Ms 106,Lexington,KY,21,40536,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,6688.0,1105.61,884.85,920.84,2022
1437104551,Lanzino,Giuseppe,,MD,I,200 1st St Sw,,Rochester,MN,27,55905,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,27,28.0,28,12711.0,1056.0964286,845.29642857,920.83,2022
1437154028,Denardo,Andrew,J,MD,I,13345 Illinois St,,Carmel,IN,18,46032,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,24,29.0,24,6686.4482759,959.04758621,768.04241379,809.70241379,2022
1437294386,Dashti,Shervin,R,"M.D., PH.D.",I,210 E Gray St Ste 1105,,Louisville,KY,21,40202,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,20,22.0,20,7785.0,1016.6422727,815.95090909,847.59045455,2022
1437569522,Sussman,Eric,,MD,I,100 Retreat Ave Ste 705,,Hartford,CT,09,6106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,14.0,13,5050.0,1164.1214286,928.78714286,887.94285714,2022
1447202163,Gupta,Rishi,,MD,I,61 Whitcher St Ne,Suite 3110,Marietta,GA,13,30060,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,39,52.0,43,2914.3076923,1058.1298077,847.02788462,788.02557692,2022
1447245022,Albuquerque,Felipe,C,MD,I,2910 N 3rd Ave,,Phoenix,AZ,04,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,29,33.0,31,13000.0,1093.5654545,873.82212121,865.02212121,2022
1447311618,Miller,Jeffrey,W,M.D.,I,509 Se Riverside Dr Ste 203,,Stuart,FL,12,34994,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,25,29.0,26,4181.0,1279.7234483,1025.5855172,873.20137931,2022
1447451562,Patel,Akshal,S,MD,I,550 17th Ave Ste 110,,Seattle,WA,53,98122,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,12.0,12,2994.4166667,1060.7791667,848.66166667,805.7275,2022
1447520325,Link,Thomas,W,"M.D., M.S.",I,525 E 68th St,Box 99,New York,NY,36,10065,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,53,64.0,54,12779.0,1461.873125,1169.8632812,776.95171875,2022
1447695325,Iyer,Aditya,K,MD,I,11550 Indian Hills Rd Ste 261,,Mission Hills,CA,06,91345,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,13.0,11,5536.2461538,1109.9892308,886.35461538,743.75384615,2022
1457512303,Lena,Jonathan,R,M.D.,I,171 Ashley Ave,,Charleston,SC,45,29425,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,22.0,19,8267.7272727,1015.3404545,810.56136364,858.04727273,2022
1457616849,Rajah,Gary,B,M.D,I,4201 Saint Antoine St,6e Drh,Detroit,MI,26,48201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,16.0,15,3611.0,1100.946875,867.44375,880.6375,2022
1457628786,Naragum,Varun,,M.D.,I,759 Chestnut St,,Springfield,MA,25,1199,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,41,58.0,43,2667.0,997.82534483,796.45275862,682.68431034,2022
1467416271,Fiorella,David,J,"M.D., PH.D.",I,Hsc T12 Rm 080,,Stony Brook,NY,36,11794,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,70,86.0,73,10000.0,1474.9962791,1181.5388372,845.87953488,2022
1467616193,Jahromi,Babak,S,MD,I,676 N Saint Clair St,Suite 2210,Chicago,IL,17,60611,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,14,15.0,14,12521.0,1323.7826667,1060.13,889.82866667,2022
1477732477,Jung,Richard,S,M.D.,I,5051 Greenspring Ave,,Baltimore,MD,24,21209,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,13.0,11,4726.1538462,1270.2323077,1016.63,779.17,2022
1477811826,Stani,Tristan,M,MD,I,1315 Jesse Jewell Pkwy Ne Ste 300,,Gainesville,GA,13,30501,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,14.0,14,4711.0,1128.8128571,904.57285714,887.94285714,2022
1487942108,Shoirah,Hazem,M,M.D.,I,1 Gustave L Levy Pl,,New York,NY,36,10029,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,17.0,15,34348.0,1416.1464706,1134.9841176,866.66411765,2022
1497027387,Jones,Jesse,G,M.D.,I,619 19th St S,,Birmingham,AL,01,35249,99.0,Unknown,US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,23.0,17,4780.0,1004.3895652,797.08130435,793.06130435,2022
1497955595,Levitt,Michael,,MD,I,908 Jefferson St,5th Floor,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,25,27.0,25,3916.9051852,1191.2485185,953.31777778,886.72555556,2022
1508061425,Ebersole,Koji,C,M.D.,I,3901 Rainbow Blvd # Ms 3021,,Kansas City,KS,20,66160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,16.0,13,3038.0,986.5875,790.16625,776.958125,2022
1508159146,Munich,Stephan,,M.D.,I,1725 W Harrison St,Suite 1115,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,13.0,13,4217.0,1118.2646154,896.14384615,814.58538462,2022
1508849787,Reddy,Suryakumar,,MD,I,929 N Saint Francis St,,Wichita,KS,20,67214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,20.0,19,3316.0,1010.6815,807.082,897.819,2022
1518130384,Gross,Bradley,,MD,I,200 Lothrop St,Department Of Neurosurgery,Pittsburgh,PA,42,15213,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,13.0,13,3117.0,1093.9469231,875.57153846,885.42230769,2022
1528212511,Mandigo,Grace,K,M.D.,I,710 W 168th St Fl 4,"Neurological Institute, Department Of Neurosurgery",New York,NY,36,10032,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,14.0,11,26900.0,1199.6471429,958.20571429,707.06642857,2022
1528226792,Santarelli,Justin,,M.D.,I,100 Woods Rd,,Valhalla,NY,36,10595,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,24,27.0,27,5079.0,1603.6959259,1277.3322222,914.06444444,2022
1528228749,Sigounas,Dimitrios,,M.D.,I,2150 Pennsylvania Ave Nw,Suite 7-420,Washington,DC,11,20037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,18.0,15,3802.3333333,1192.7427778,955.20611111,741.78,2022
1538111216,Duckwiler,Gary,,MD,I,100 Ucla Medical Plz Ste 100,,Los Angeles,CA,06,90024,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,5974.7727273,1204.3709091,962.10090909,920.84,2022
1538296785,Lin,Li-Mei,,M.D.,I,6567 E Carondelet Dr Ste 305,,Tucson,AZ,4,85710,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,17.0,16,3068.8823529,1098.5241176,871.82235294,860.04235294,2022
1538326392,Bouz,Peter,A,MD,I,3700 Southern Blvd Ste 300,,Kettering,OH,39,45429,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,13.0,12,2442.0,1079.85,864.27461538,849.99692308,2022
1538509799,Al Kasab,Sami,,M.D.,I,200 Hawkins Dr Dept Of,,Iowa City,IA,19,52242,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,24.0,23,8127.0,1062.6541667,846.10625,880.42208333,2022
1538572417,Stone,Jeremy,G,M.D.,I,300 State St Ste 401,,Erie,PA,42,16507,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,19.0,19,2464.0,1124.0947368,896.98473684,920.84,2022
1548553035,Liptrap,Elizabeth,,,I,1717 6th Ave S,,Birmingham,AL,01,35233,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,18.0,17,4780.0,1102.5038889,883.30666667,895.26111111,2022
1558325951,Siddiqui,Adnan,H,"MD, PHD",I,40 George Karl Blvd,,Williamsville,NY,36,14221,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,22,25.0,23,7571.06,969.4672,765.9472,849.074,2022
1558472167,Wang,Dennis,O,MD,I,1304 Fawcett Ave,Suite 100,Tacoma,WA,53,98402,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,22,28.0,22,3929.0,977.55,779.9125,805.7325,2022
1558523944,Torok,Collin,M,M.D.,I,2355 Highway 36 W,Ste 100,Roseville,MN,27,55113,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Diagnostic Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,3783.8181818,1040.9618182,830.16181818,920.83,2022
1568448785,Spiegel,Gary,R,M.D.,I,"700 Olympic Plaza Cir, Ste 910",,Tyler,TX,48,75701,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,7416.8181818,1117.0009091,893.07636364,920.84,2022
1568667806,Alaraj,Ali,,M.D,I,1740 W Taylor St,,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Interventional Radiology,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,12.0,11,18698.0,1291.3433333,1030.2833333,844.1025,2022
