Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt,year
1457662314,Arias,Eric,J,MD,I,10099 Ridgegate Pkwy Ste 480,,Lone Tree,CO,8,80124,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,18.0,11,371.49,89.7,71.8,61.63,2023
1467616193,Jahromi,Babak,S,MD,I,676 N Saint Clair St,Suite 2210,Chicago,IL,17,60611,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,13.0,12,12521.0,1330.3846154,1064.9323077,882.60615385,2023
1467616193,Jahromi,Babak,S,MD,I,676 N Saint Clair St,Suite 2210,Chicago,IL,17,60611,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,13.0,13,346.0,80.67,64.57,55.78,2023
1467616193,Jahromi,Babak,S,MD,I,676 N Saint Clair St,Suite 2210,Chicago,IL,17,60611,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,13,19.0,13,1371.0,103.18,82.59,61.633157895,2023
1467816983,Shah,Kevin,,,I,270 E Main St,,Bay Shore,NY,36,11706,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,14.0,12,12779.0,1404.8542857,1119.3185714,872.88071429,2023
1467816983,Shah,Kevin,,,I,270 E Main St,,Bay Shore,NY,36,11706,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,12,16.0,13,659.0,87.55,69.76,57.53625,2023
1487643193,Taylor,Robert,A,MD,I,1700 N Rose Ave Ste 470,,Oxnard,CA,6,93030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,19,20.0,19,2350.188,1112.466,886.357,872.0145,2023
1487643193,Taylor,Robert,A,MD,I,1700 N Rose Ave Ste 470,,Oxnard,CA,6,93030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,20,20.0,20,122.108,70.996,56.57,55.79,2023
1487643193,Taylor,Robert,A,MD,I,1700 N Rose Ave Ste 470,,Oxnard,CA,6,93030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,11.0,11,131.52,90.166363636,71.839090909,61.633636364,2023
1497046759,Moore,Nina,Z,M.D.,I,9500 Euclid Ave,Gme Na-23,Cleveland,OH,39,44195,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,14.0,14,7451.0,1099.5171429,876.03428571,885.12714286,2023
1497046759,Moore,Nina,Z,M.D.,I,9500 Euclid Ave,Gme Na-23,Cleveland,OH,39,44195,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,14.0,14,475.0,69.02,54.99,55.79,2023
1497046759,Moore,Nina,Z,M.D.,I,9500 Euclid Ave,Gme Na-23,Cleveland,OH,39,44195,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,13,14.0,14,600.0,87.8,69.95,61.63,2023
1497955595,Levitt,Michael,,MD,I,908 Jefferson St,5th Floor,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,39,46.0,40,3798.0130435,1116.8913043,892.61804348,828.11391304,2023
1497955595,Levitt,Michael,,MD,I,908 Jefferson St,5th Floor,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,39,41.0,40,222.84878049,74.68,59.680243902,55.780731707,2023
1497955595,Levitt,Michael,,MD,I,908 Jefferson St,5th Floor,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,36,40.0,37,282.415,94.781,75.7505,61.6395,2023
1508061425,Ebersole,Koji,C,M.D.,I,3901 Rainbow Blvd # Ms 3021,,Kansas City,KS,20,66160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,25,28.0,26,2837.4285714,994.36964286,800.93928571,876.93178571,2023
1508061425,Ebersole,Koji,C,M.D.,I,3901 Rainbow Blvd # Ms 3021,,Kansas City,KS,20,66160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,26,29.0,27,170.5862069,63.569655172,50.998965517,56.262413793,2023
1508061425,Ebersole,Koji,C,M.D.,I,3901 Rainbow Blvd # Ms 3021,,Kansas City,KS,20,66160,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,25,29.0,26,217.5862069,80.515517241,64.594827586,62.162413793,2023
1508159146,Munich,Stephan,,M.D.,I,1725 W Harrison St,Suite 1115,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,11,11.0,11,227.0,80.67,64.57,55.78,2023
1508159146,Munich,Stephan,,M.D.,I,1725 W Harrison St,Suite 1115,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,13,29.0,13,302.06896552,103.18034483,82.592068966,61.635517241,2023
1508278227,Shutran,Max,,M.D.,I,29 Hospital Plz Ste 602,,Stamford,CT,9,6902,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,17.0,14,3713.0,1104.5117647,880.01705882,755.92588235,2023
1508278227,Shutran,Max,,M.D.,I,29 Hospital Plz Ste 602,,Stamford,CT,9,6902,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,12,17.0,14,229.0,74.38,59.26,55.79,2023
1508278227,Shutran,Max,,M.D.,I,29 Hospital Plz Ste 602,,Stamford,CT,9,6902,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,12,17.0,14,288.0,94.431764706,75.24,61.638235294,2023
1528212511,Mandigo,Grace,K,M.D.,I,710 W 168th St Fl 4,"Neurological Institute, Department Of Neurosurgery",New York,NY,36,10032,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,15.0,11,30114.266667,1255.5986667,1005.0666667,673.134,2023
1528212511,Mandigo,Grace,K,M.D.,I,710 W 168th St Fl 4,"Neurological Institute, Department Of Neurosurgery",New York,NY,36,10032,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,12,16.0,12,1020.0,85.069375,68.095,55.79,2023
1528212511,Mandigo,Grace,K,M.D.,I,710 W 168th St Fl 4,"Neurological Institute, Department Of Neurosurgery",New York,NY,36,10032,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,17.0,11,1283.0,109.01470588,87.263529412,61.636470588,2023
1528226792,Santarelli,Justin,,M.D.,I,100 Woods Rd,,Valhalla,NY,36,10595,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,15,15.0,15,5079.0,1458.892,1155.7386667,875.50066667,2023
1528226792,Santarelli,Justin,,M.D.,I,100 Woods Rd,,Valhalla,NY,36,10595,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,16,16.0,16,296.0,89.18,71.39,55.79,2023
1528226792,Santarelli,Justin,,M.D.,I,100 Woods Rd,,Valhalla,NY,36,10595,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,16,16.0,16,370.0,114.19,91.4,61.63,2023
1528228749,Sigounas,Dimitrios,,M.D.,I,2150 Pennsylvania Ave Nw,Suite 7-420,Washington,DC,11,20037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,22,27.0,22,3460.1111111,1197.9674074,958.9362963,772.64,2023
1528228749,Sigounas,Dimitrios,,M.D.,I,2150 Pennsylvania Ave Nw,Suite 7-420,Washington,DC,11,20037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,14,14.0,14,218.0,79.72,63.81,55.78,2023
1528228749,Sigounas,Dimitrios,,M.D.,I,2150 Pennsylvania Ave Nw,Suite 7-420,Washington,DC,11,20037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,15,15.0,15,278.0,101.44,81.2,61.64,2023
1538326392,Bouz,Peter,A,MD,I,3700 Southern Blvd Ste 300,,Kettering,OH,39,45429,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,15.0,14,2650.5,1075.7586667,859.45,826.11866667,2023
1538589791,Hoang,Alex,N,MD,I,6560 Fannin St Ste Scurlock,,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,19.0,16,5536.0,1108.11,882.88421053,772.97684211,2023
1538589791,Hoang,Alex,N,MD,I,6560 Fannin St Ste Scurlock,,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,16,19.0,16,243.0,72.65,57.881578947,55.784736842,2023
1538589791,Hoang,Alex,N,MD,I,6560 Fannin St Ste Scurlock,,Houston,TX,48,77030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,16,21.0,16,304.0,92.447619048,73.657619048,61.637619048,2023
1548553035,Liptrap,Elizabeth,,,I,1717 6th Ave S,,Birmingham,AL,01,35233,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,14.0,14,4780.0,999.49071429,799.71928571,934.30142857,2023
1548587884,Gooch,Michael,R,M.D.,I,909 Walnut St Fl 2,,Philadelphia,PA,42,19107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,20,20.0,20,4500.0,1102.022,878.03,826.118,2023
1558325951,Siddiqui,Adnan,H,"MD, PHD",I,40 George Karl Blvd,,Williamsville,NY,36,14221,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,11.0,11,7571.06,1086.8690909,849.59272727,901.80272727,2023
1558325951,Siddiqui,Adnan,H,"MD, PHD",I,40 George Karl Blvd,,Williamsville,NY,36,14221,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,11,11.0,11,337.33,66.94,53.33,55.78,2023
1558325951,Siddiqui,Adnan,H,"MD, PHD",I,40 George Karl Blvd,,Williamsville,NY,36,14221,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,15,15.0,15,430.0,84.95,67.68,61.63,2023
1558656934,Weiner,Gregory,M,M.D.,I,1000 E Mountain Blvd,,Wilkes Barre,PA,42,18711,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,11,14.0,12,13721.142857,955.31357143,754.64285714,682.03285714,2023
1558656934,Weiner,Gregory,M,M.D.,I,1000 E Mountain Blvd,,Wilkes Barre,PA,42,18711,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,16.0,14,861.125,68.02125,54.1925,55.78375,2023
1568669828,Rammos,Stylianos,K,MD,I,6020 Warden Rd Ste 100,,Sherwood,AR,05,72120,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,15.0,13,599.4,79.82,63.598666667,61.638666667,2023
1568805927,Drofa,Alexander,,MD,I,700 1st Ave S,,Fargo,ND,38,58103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,22,25.0,22,3404.16,958.2612,771.2084,853.6556,2023
1568805927,Drofa,Alexander,,MD,I,700 1st Ave S,,Fargo,ND,38,58103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,21,25.0,21,207.0,66.6884,53.38,55.7848,2023
1568805927,Drofa,Alexander,,MD,I,700 1st Ave S,,Fargo,ND,38,58103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,21,25.0,21,260.36,84.4384,67.5884,61.6316,2023
1578643540,Walker,Melanie,S,MD,I,Harborview Medical Center,325 9th Ave,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,18.0,12,3729.465,1044.7344444,834.95,739.42611111,2023
1578643540,Walker,Melanie,S,MD,I,Harborview Medical Center,325 9th Ave,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,12,17.0,12,218.83529412,74.68,59.680588235,55.781764706,2023
1588058937,Entezami,Pouya,,M.D.,I,15855 19 Mile Rd,,Clinton Township,MI,26,48038,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,13,17.0,15,8037.4117647,1209.6188235,963.76411765,836.91764706,2023
1588808273,Bekelis,Kimon,,M.D.,I,1175 Montauk Hwy Ste 6,,West Islip,NY,36,11795.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,19.0,18,13263.157895,1473.1063158,1173.6978947,884.73105263,2023
1588808273,Bekelis,Kimon,,M.D.,I,1175 Montauk Hwy Ste 6,,West Islip,NY,36,11795.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,17,18.0,18,2880.5555556,87.55,69.76,56.566111111,2023
1588808273,Bekelis,Kimon,,M.D.,I,1175 Montauk Hwy Ste 6,,West Islip,NY,36,11795.0,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,17,19.0,18,997.36842105,112.10947368,89.32,63.087894737,2023
1598176604,Yim,Benjamin,,M.D.,I,300 Pasteur Dr,,Stanford,CA,06,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,22,24.0,22,5023.7979167,1140.3054167,912.77875,822.29458333,2023
1598176604,Yim,Benjamin,,M.D.,I,300 Pasteur Dr,,Stanford,CA,06,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,23,24.0,23,1143.7833333,76.23,61.018333333,55.79,2023
1598176604,Yim,Benjamin,,M.D.,I,300 Pasteur Dr,,Stanford,CA,06,94305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,21,27.0,22,367.77777778,96.028148148,76.86962963,61.64,2023
1598872962,Malek,Adel,,MD,I,800 Washington St,Box 1013,Boston,MA,25,2111,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,20,21.0,21,6529.8152381,1211.4,965.18,917.91,2023
1598872962,Malek,Adel,,MD,I,800 Washington St,Box 1013,Boston,MA,25,2111,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,22,23.0,23,3842.66,74.38,59.26,55.79,2023
1598872962,Malek,Adel,,MD,I,800 Washington St,Box 1013,Boston,MA,25,2111,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,24,52.0,25,1733.85,94.434230769,75.24,61.635769231,2023
1598924854,Ducruet,Andrew,F,M.D.,I,2910 N 3rd Ave,,Phoenix,AZ,4,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,36,40.0,36,13000.0,1064.65725,834.285,810.8625,2023
1598924854,Ducruet,Andrew,F,M.D.,I,2910 N 3rd Ave,,Phoenix,AZ,4,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,38,43.0,38,350.0,67.005813953,53.486511628,56.114418605,2023
1598924854,Ducruet,Andrew,F,M.D.,I,2910 N 3rd Ave,,Phoenix,AZ,4,85013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,37,71.0,37,400.0,87.14,69.555211268,61.635211268,2023
1609001130,Zarzour,Hekmat,K,MD,I,445 Hurffville Crosskeys Rd,Suite B16,Sewell,NJ,34,8080,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,14.0,14,4500.0,1216.9271429,969.58142857,917.91,2023
1609010719,Marcus,Joshua,D,M.D.,I,33 Hospital Ave.,,Danbury,CT,09,6810,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,16,22.0,16,4486.0,1063.2177273,851.05045455,688.43227273,2023
1609010719,Marcus,Joshua,D,M.D.,I,33 Hospital Ave.,,Danbury,CT,09,6810,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,14.0,13,303.0,75.111428571,60.121428571,55.79,2023
1609079003,Fusco,Matthew,R,M.D.,I,3601 The Vanderbilt Clinic,,Nashville,TN,47,37232,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,20.0,19,4623.575,1018.095,814.9535,872.0145,2023
1609079003,Fusco,Matthew,R,M.D.,I,3601 The Vanderbilt Clinic,,Nashville,TN,47,37232,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,18,21.0,20,1277.0,65.169047619,52.169047619,55.79047619,2023
1609079003,Fusco,Matthew,R,M.D.,I,3601 The Vanderbilt Clinic,,Nashville,TN,47,37232,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,17,128.0,19,745.78125,82.551875,66.080703125,61.637890625,2023
1609163898,Cherian,Jacob,,MD,I,22 S Greene St Ste S12d,,Baltimore,MD,24,21201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,13.0,12,5244.0,1143.4353846,917.73461538,900.25769231,2023
1609163898,Cherian,Jacob,,MD,I,22 S Greene St Ste S12d,,Baltimore,MD,24,21201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,15,16.0,15,317.0,72.381875,58.02875,56.6525,2023
1609163898,Cherian,Jacob,,MD,I,22 S Greene St Ste S12d,,Baltimore,MD,24,21201,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,14,21.0,14,395.0,78.731428571,63.874285714,65.301428571,2023
1619171279,Franklin,Robbi,L,MD,I,330 22nd Ave N,,Nashville,TN,47,37203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,11,12.0,11,253.0,81.04,64.57,61.64,2023
1629286018,Tjoumakaris,Stavropoula,I,MD,I,"909 Walnut Street, 2rd Floor",Jefferson Neurosurgical Associates,Philadelphia,PA,42,19107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,17,19.0,19,4500.0,1169.7926316,934.01157895,929.98789474,2023
1629286018,Tjoumakaris,Stavropoula,I,MD,I,"909 Walnut Street, 2rd Floor",Jefferson Neurosurgical Associates,Philadelphia,PA,42,19107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,18,21.0,20,180.0,71.781428571,57.486190476,56.454285714,2023
1629286018,Tjoumakaris,Stavropoula,I,MD,I,"909 Walnut Street, 2rd Floor",Jefferson Neurosurgical Associates,Philadelphia,PA,42,19107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,18,32.0,19,225.0,94.010625,74.9015625,61.6334375,2023
1629420963,Burkhardt,Jan-Karl,,M.D.,I,530 1st Ave,,New York,NY,36,10016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,24,28.0,25,9644.9642857,1104.0714286,881.85714286,819.56142857,2023
1629420963,Burkhardt,Jan-Karl,,M.D.,I,530 1st Ave,,New York,NY,36,10016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,24,28.0,25,222.0,74.58,59.57,55.79,2023
1629420963,Burkhardt,Jan-Karl,,M.D.,I,530 1st Ave,,New York,NY,36,10016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,25,29.0,26,282.0,94.94,75.83,61.63,2023
1639397722,Vance,Awais,,,I,2401 S 31st St,,Temple,TX,48,76508,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,12,18.0,16,3201.0,960.29777778,765.11333333,847.79111111,2023
1639397722,Vance,Awais,,,I,2401 S 31st St,,Temple,TX,48,76508,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,12,16.0,15,294.0,62.859375,50.08125,56.661875,2023
1639397722,Vance,Awais,,,I,2401 S 31st St,,Temple,TX,48,76508,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,12,20.0,15,374.0,85.1075,67.8075,61.6325,2023
1679736938,Khaldi,Ahmad,,M.D.,I,61 Whitcher Street,Suite 3110,Marietta,GA,13,30060,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,13,14.0,13,173.0,71.430714286,57.18,55.79,2023
1679736938,Khaldi,Ahmad,,M.D.,I,61 Whitcher Street,Suite 3110,Marietta,GA,13,30060,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,13,14.0,13,216.0,90.829285714,72.708571429,61.639285714,2023
1689806465,Richard,Paul,S,MD,I,6101 Pine Ridge Rd Ste 101,,Naples,FL,12,34119,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,61624,Occlusion of central nervous system or spinal cord artery,N,F,37,38.0,38,16008.0,1264.1039474,1005.8492105,858.89684211,2023
1689806465,Richard,Paul,S,MD,I,6101 Pine Ridge Rd Ste 101,,Naples,FL,12,34119,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75894,Review by radiologist of image for insertion of material to block blood flow,N,F,31,32.0,32,946.0,75.8265625,60.64625,56.21625,2023
1689806465,Richard,Paul,S,MD,I,6101 Pine Ridge Rd Ste 101,,Naples,FL,12,34119,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Neurosurgery,Y,75898,Imaging of blood vessel,N,F,29,38.0,30,1121.4378947,98.890526316,78.87,61.639473684,2023
